word1,word2,relation,direction,pos
contact,rub,hyponymy,hypernym_to_hyponym,n
tidiness,neatness,hyponymy,hypernym_to_hyponym,n
symptom,congestion,hyponymy,hypernym_to_hyponym,n
farmer,beekeeper,hyponymy,hypernym_to_hyponym,n
thinness,wateriness,hyponymy,hypernym_to_hyponym,n
symptom,syndrome,hyponymy,hypernym_to_hyponym,n
lumpfish,lumpsucker,hyponymy,hypernym_to_hyponym,n
coldness,cool,hyponymy,hypernym_to_hyponym,n
booth,tollbooth,hyponymy,hypernym_to_hyponym,n
medicine,pediatrics,hyponymy,hypernym_to_hyponym,n
jumper,parachutist,hyponymy,hypernym_to_hyponym,n
businessman,oilman,hyponymy,hypernym_to_hyponym,n
businessman,transactor,hyponymy,hypernym_to_hyponym,n
garment,stomacher,hyponymy,hypernym_to_hyponym,n
symptom,ketonemia,hyponymy,hypernym_to_hyponym,n
symptom,hypoglycemia,hyponymy,hypernym_to_hyponym,n
expanse,stretch,hyponymy,hypernym_to_hyponym,n
symptom,aura,hyponymy,hypernym_to_hyponym,n
garment,sweatsuit,hyponymy,hypernym_to_hyponym,n
symptom,hypocalcemia,hyponymy,hypernym_to_hyponym,n
narrator,fabulist,hyponymy,hypernym_to_hyponym,n
leech,horseleech,hyponymy,hypernym_to_hyponym,n
garment,vest,hyponymy,hypernym_to_hyponym,n
loop,lobe,hyponymy,hypernym_to_hyponym,n
medicine,podiatry,hyponymy,hypernym_to_hyponym,n
vicinity,proximity,hyponymy,hypernym_to_hyponym,n
sanitariness,asepsis,hyponymy,hypernym_to_hyponym,n
retort,alembic,hyponymy,hypernym_to_hyponym,n
symptom,ammoniuria,hyponymy,hypernym_to_hyponym,n
rotation,levorotation,hyponymy,hypernym_to_hyponym,n
gratification,satiation,hyponymy,hypernym_to_hyponym,n
loop,band,hyponymy,hypernym_to_hyponym,n
antipsychotic,chlorpromazine,hyponymy,hypernym_to_hyponym,n
object,makeweight,hyponymy,hypernym_to_hyponym,n
garment,straitjacket,hyponymy,hypernym_to_hyponym,n
address,colloquium,hyponymy,hypernym_to_hyponym,n
object,part,hyponymy,hypernym_to_hyponym,n
louse,cootie,hyponymy,hypernym_to_hyponym,n
observation,monitoring,hyponymy,hypernym_to_hyponym,n
medicine,proctology,hyponymy,hypernym_to_hyponym,n
coercion,terror,hyponymy,hypernym_to_hyponym,n
alcohol,butanol,hyponymy,hypernym_to_hyponym,n
symptom,hypernatremia,hyponymy,hypernym_to_hyponym,n
gumption,logic,hyponymy,hypernym_to_hyponym,n
symptom,hypercalcemia,hyponymy,hypernym_to_hyponym,n
spirit,courage,hyponymy,hypernym_to_hyponym,n
broadcast,telecast,hyponymy,hypernym_to_hyponym,n
pollutant,halon,hyponymy,hypernym_to_hyponym,n
acting,roleplaying,hyponymy,hypernym_to_hyponym,n
agreement,consensus,hyponymy,hypernym_to_hyponym,n
impatience,intolerance,hyponymy,hypernym_to_hyponym,n
rustic,yokel,hyponymy,hypernym_to_hyponym,n
tennis,singles,hyponymy,hypernym_to_hyponym,n
independence,autarky,hyponymy,hypernym_to_hyponym,n
magnitude,multiplicity,hyponymy,hypernym_to_hyponym,n
farmer,stockman,hyponymy,hypernym_to_hyponym,n
relative,kin,hyponymy,hypernym_to_hyponym,n
magnitude,muchness,hyponymy,hypernym_to_hyponym,n
debtor,defaulter,hyponymy,hypernym_to_hyponym,n
fast,diet,hyponymy,hypernym_to_hyponym,n
medicine,hygiene,hyponymy,hypernym_to_hyponym,n
walk,march,hyponymy,hypernym_to_hyponym,n
limb,flipper,hyponymy,hypernym_to_hyponym,n
stand,bleachers,hyponymy,hypernym_to_hyponym,n
symptom,cardiomegaly,hyponymy,hypernym_to_hyponym,n
object,land,hyponymy,hypernym_to_hyponym,n
teiid,whiptail,hyponymy,hypernym_to_hyponym,n
farmer,tiller,hyponymy,hypernym_to_hyponym,n
coldness,chill,hyponymy,hypernym_to_hyponym,n
cyprinid,minnow,hyponymy,hypernym_to_hyponym,n
symptom,bubo,hyponymy,hypernym_to_hyponym,n
coldness,frostiness,hyponymy,hypernym_to_hyponym,n
object,snake,hyponymy,hypernym_to_hyponym,n
object,hail,hyponymy,hypernym_to_hyponym,n
rustic,peasant,hyponymy,hypernym_to_hyponym,n
symptom,diarrhea,hyponymy,hypernym_to_hyponym,n
garment,raglan,hyponymy,hypernym_to_hyponym,n
semiconductor,silicon,hyponymy,hypernym_to_hyponym,n
side,dockside,hyponymy,hypernym_to_hyponym,n
symptom,hypercholesterolemia,hyponymy,hypernym_to_hyponym,n
exhalation,blow,hyponymy,hypernym_to_hyponym,n
loss,forfeit,hyponymy,hypernym_to_hyponym,n
magnitude,order,hyponymy,hypernym_to_hyponym,n
relative,sibling,hyponymy,hypernym_to_hyponym,n
object,neighbor,hyponymy,hypernym_to_hyponym,n
symptom,amenorrhea,hyponymy,hypernym_to_hyponym,n
ptarmigan,moorfowl,hyponymy,hypernym_to_hyponym,n
gumption,nous,hyponymy,hypernym_to_hyponym,n
roarer,crier,hyponymy,hypernym_to_hyponym,n
gibberish,babble,hyponymy,hypernym_to_hyponym,n
narrator,griot,hyponymy,hypernym_to_hyponym,n
stew,purloo,hyponymy,hypernym_to_hyponym,n
formation,split,hyponymy,hypernym_to_hyponym,n
symptom,hemoglobinemia,hyponymy,hypernym_to_hyponym,n
search,shakedown,hyponymy,hypernym_to_hyponym,n
alcohol,methanol,hyponymy,hypernym_to_hyponym,n
medicine,nephrology,hyponymy,hypernym_to_hyponym,n
chalcedony,chrysoprase,hyponymy,hypernym_to_hyponym,n
side,hand,hyponymy,hypernym_to_hyponym,n
antipsychotic,loxapine,hyponymy,hypernym_to_hyponym,n
search,scouring,hyponymy,hypernym_to_hyponym,n
search,quest,hyponymy,hypernym_to_hyponym,n
prediction,prophecy,hyponymy,hypernym_to_hyponym,n
completeness,comprehensiveness,hyponymy,hypernym_to_hyponym,n
gonadotropin,prolactin,hyponymy,hypernym_to_hyponym,n
antifreeze,glycol,hyponymy,hypernym_to_hyponym,n
occurrence,allopatry,hyponymy,hypernym_to_hyponym,n
absorbent,sponge,hyponymy,hypernym_to_hyponym,n
limb,thigh,hyponymy,hypernym_to_hyponym,n
symptom,effect,hyponymy,hypernym_to_hyponym,n
bullfight,novillada,hyponymy,hypernym_to_hyponym,n
garment,neckwear,hyponymy,hypernym_to_hyponym,n
penicillin,piperacillin,hyponymy,hypernym_to_hyponym,n
relative,agnate,hyponymy,hypernym_to_hyponym,n
prediction,prognosis,hyponymy,hypernym_to_hyponym,n
symptom,festination,hyponymy,hypernym_to_hyponym,n
farmer,dairyman,hyponymy,hypernym_to_hyponym,n
antidiabetic,glyburide,hyponymy,hypernym_to_hyponym,n
idiom,ruralism,hyponymy,hypernym_to_hyponym,n
symptom,eruption,hyponymy,hypernym_to_hyponym,n
extravasation,urocele,hyponymy,hypernym_to_hyponym,n
antipsychotic,clozapine,hyponymy,hypernym_to_hyponym,n
moneran,archaebacteria,hyponymy,hypernym_to_hyponym,n
medicine,bacteriology,hyponymy,hypernym_to_hyponym,n
alcohol,glycerol,hyponymy,hypernym_to_hyponym,n
medicine,traumatology,hyponymy,hypernym_to_hyponym,n
forgetfulness,obliviousness,hyponymy,hypernym_to_hyponym,n
shore,lakeside,hyponymy,hypernym_to_hyponym,n
faculty,memory,hyponymy,hypernym_to_hyponym,n
speech,soliloquy,hyponymy,hypernym_to_hyponym,n
garment,reversible,hyponymy,hypernym_to_hyponym,n
object,vagabond,hyponymy,hypernym_to_hyponym,n
deacon,deaconess,hyponymy,hypernym_to_hyponym,n
object,draw,hyponymy,hypernym_to_hyponym,n
relative,descendant,hyponymy,hypernym_to_hyponym,n
representation,stereotype,hyponymy,hypernym_to_hyponym,n
symptom,nausea,hyponymy,hypernym_to_hyponym,n
neurotic,claustrophobe,hyponymy,hypernym_to_hyponym,n
louse,crab,hyponymy,hypernym_to_hyponym,n
gait,skip,hyponymy,hypernym_to_hyponym,n
acting,mime,hyponymy,hypernym_to_hyponym,n
agreement,unison,hyponymy,hypernym_to_hyponym,n
expanse,sheet,hyponymy,hypernym_to_hyponym,n
address,speechmaking,hyponymy,hypernym_to_hyponym,n
businessman,owner,hyponymy,hypernym_to_hyponym,n
symptom,apnea,hyponymy,hypernym_to_hyponym,n
garment,suit,hyponymy,hypernym_to_hyponym,n
speech,cue,hyponymy,hypernym_to_hyponym,n
homopteran,spittlebug,hyponymy,hypernym_to_hyponym,n
podetium,seta,hyponymy,hypernym_to_hyponym,n
illusion,bubble,hyponymy,hypernym_to_hyponym,n
medicine,dermatology,hyponymy,hypernym_to_hyponym,n
gibberish,abracadabra,hyponymy,hypernym_to_hyponym,n
symptom,purulence,hyponymy,hypernym_to_hyponym,n
symptom,palpitation,hyponymy,hypernym_to_hyponym,n
incomprehensibility,noise,hyponymy,hypernym_to_hyponym,n
exhalation,puffing,hyponymy,hypernym_to_hyponym,n
symptom,palsy,hyponymy,hypernym_to_hyponym,n
foreperson,forewoman,hyponymy,hypernym_to_hyponym,n
incomprehensibility,inscrutability,hyponymy,hypernym_to_hyponym,n
symptom,indigestion,hyponymy,hypernym_to_hyponym,n
antidiabetic,metformin,hyponymy,hypernym_to_hyponym,n
medicine,rheumatology,hyponymy,hypernym_to_hyponym,n
swindle,holdout,hyponymy,hypernym_to_hyponym,n
symptom,diuresis,hyponymy,hypernym_to_hyponym,n
reform,moralization,hyponymy,hypernym_to_hyponym,n
object,keepsake,hyponymy,hypernym_to_hyponym,n
examiner,scrutineer,hyponymy,hypernym_to_hyponym,n
sanitariness,sanitation,hyponymy,hypernym_to_hyponym,n
farmer,contadino,hyponymy,hypernym_to_hyponym,n
astilbe,spirea,hyponymy,hypernym_to_hyponym,n
expertness,sophistication,hyponymy,hypernym_to_hyponym,n
membrane,drumhead,hyponymy,hypernym_to_hyponym,n
farmer,agriculturist,hyponymy,hypernym_to_hyponym,n
ade,limeade,hyponymy,hypernym_to_hyponym,n
prediction,extropy,hyponymy,hypernym_to_hyponym,n
stew,fricassee,hyponymy,hypernym_to_hyponym,n
symptom,hyperkalemia,hyponymy,hypernym_to_hyponym,n
band,armband,hyponymy,hypernym_to_hyponym,n
cyprinid,roach,hyponymy,hypernym_to_hyponym,n
naivete,simplicity,hyponymy,hypernym_to_hyponym,n
acting,impersonation,hyponymy,hypernym_to_hyponym,n
peafowl,peachick,hyponymy,hypernym_to_hyponym,n
symptom,scar,hyponymy,hypernym_to_hyponym,n
deference,props,hyponymy,hypernym_to_hyponym,n
symptom,natriuresis,hyponymy,hypernym_to_hyponym,n
symptom,heartburn,hyponymy,hypernym_to_hyponym,n
address,impromptu,hyponymy,hypernym_to_hyponym,n
medicine,urology,hyponymy,hypernym_to_hyponym,n
symptom,lymphuria,hyponymy,hypernym_to_hyponym,n
opinion,eyes,hyponymy,hypernym_to_hyponym,n
bedroom,boudoir,hyponymy,hypernym_to_hyponym,n
symptom,hardening,hyponymy,hypernym_to_hyponym,n
symptom,albuminuria,hyponymy,hypernym_to_hyponym,n
symptom,keratomalacia,hyponymy,hypernym_to_hyponym,n
symptom,menorrhagia,hyponymy,hypernym_to_hyponym,n
reform,housecleaning,hyponymy,hypernym_to_hyponym,n
agreement,concurrence,hyponymy,hypernym_to_hyponym,n
acting,heroics,hyponymy,hypernym_to_hyponym,n
aldose,aldohexose,hyponymy,hypernym_to_hyponym,n
semiconductor,germanium,hyponymy,hypernym_to_hyponym,n
hypertrophy,elephantiasis,hyponymy,hypernym_to_hyponym,n
thinness,fluidity,hyponymy,hypernym_to_hyponym,n
band,watchband,hyponymy,hypernym_to_hyponym,n
gown,vestment,hyponymy,hypernym_to_hyponym,n
chalcedony,onyx,hyponymy,hypernym_to_hyponym,n
object,curio,hyponymy,hypernym_to_hyponym,n
mover,advancer,hyponymy,hypernym_to_hyponym,n
opinion,idea,hyponymy,hypernym_to_hyponym,n
symptom,myoglobinuria,hyponymy,hypernym_to_hyponym,n
chin,buccula,hyponymy,hypernym_to_hyponym,n
loop,belt,hyponymy,hypernym_to_hyponym,n
improvement,refinement,hyponymy,hypernym_to_hyponym,n
garment,romper,hyponymy,hypernym_to_hyponym,n
aggression,plundering,hyponymy,hypernym_to_hyponym,n
alcohol,sterol,hyponymy,hypernym_to_hyponym,n
symptom,hemoglobinuria,hyponymy,hypernym_to_hyponym,n
pull,tug,hyponymy,hypernym_to_hyponym,n
graphite,pencil,hyponymy,hypernym_to_hyponym,n
plot,storyline,hyponymy,hypernym_to_hyponym,n
stanza,strophe,hyponymy,hypernym_to_hyponym,n
medicine,neurology,hyponymy,hypernym_to_hyponym,n
object,paring,hyponymy,hypernym_to_hyponym,n
partisan,dogmatist,hyponymy,hypernym_to_hyponym,n
hockey,shinny,hyponymy,hypernym_to_hyponym,n
gait,flounce,hyponymy,hypernym_to_hyponym,n
stew,ragout,hyponymy,hypernym_to_hyponym,n
speech,monologue,hyponymy,hypernym_to_hyponym,n
refining,rectification,hyponymy,hypernym_to_hyponym,n
limb,hindlimb,hyponymy,hypernym_to_hyponym,n
limb,crus,hyponymy,hypernym_to_hyponym,n
symptom,lipemia,hyponymy,hypernym_to_hyponym,n
garment,camlet,hyponymy,hypernym_to_hyponym,n
homopteran,whitefly,hyponymy,hypernym_to_hyponym,n
object,triviality,hyponymy,hypernym_to_hyponym,n
mover,scrambler,hyponymy,hypernym_to_hyponym,n
ade,orangeade,hyponymy,hypernym_to_hyponym,n
garment,breechcloth,hyponymy,hypernym_to_hyponym,n
algebra,quadratics,hyponymy,hypernym_to_hyponym,n
death,rest,hyponymy,hypernym_to_hyponym,n
symptom,monocytosis,hyponymy,hypernym_to_hyponym,n
indicator,gnomon,hyponymy,hypernym_to_hyponym,n
symptom,hematuria,hyponymy,hypernym_to_hyponym,n
symptom,steatorrhea,hyponymy,hypernym_to_hyponym,n
aspect,durative,hyponymy,hypernym_to_hyponym,n
enclosure,packing,hyponymy,hypernym_to_hyponym,n
magnitude,amplitude,hyponymy,hypernym_to_hyponym,n
transition,jump,hyponymy,hypernym_to_hyponym,n
medicine,neuropsychiatry,hyponymy,hypernym_to_hyponym,n
relative,spouse,hyponymy,hypernym_to_hyponym,n
prediction,horoscope,hyponymy,hypernym_to_hyponym,n
mover,traverser,hyponymy,hypernym_to_hyponym,n
object,ice,hyponymy,hypernym_to_hyponym,n
medicine,angiology,hyponymy,hypernym_to_hyponym,n
grief,dolor,hyponymy,hypernym_to_hyponym,n
mover,puller,hyponymy,hypernym_to_hyponym,n
symptom,cough,hyponymy,hypernym_to_hyponym,n
antipsychotic,haloperidol,hyponymy,hypernym_to_hyponym,n
convergence,meeting,hyponymy,hypernym_to_hyponym,n
object,fomite,hyponymy,hypernym_to_hyponym,n
stew,burgoo,hyponymy,hypernym_to_hyponym,n
garment,silks,hyponymy,hypernym_to_hyponym,n
medicine,anesthesiology,hyponymy,hypernym_to_hyponym,n
chelonian,turtle,hyponymy,hypernym_to_hyponym,n
search,looking,hyponymy,hypernym_to_hyponym,n
garment,weeds,hyponymy,hypernym_to_hyponym,n
indicator,level,hyponymy,hypernym_to_hyponym,n
reasonableness,sensibleness,hyponymy,hypernym_to_hyponym,n
alcohol,ethanol,hyponymy,hypernym_to_hyponym,n
gazebo,belvedere,hyponymy,hypernym_to_hyponym,n
symptom,sneeze,hyponymy,hypernym_to_hyponym,n
formation,rig,hyponymy,hypernym_to_hyponym,n
gait,stalk,hyponymy,hypernym_to_hyponym,n
direction,tenor,hyponymy,hypernym_to_hyponym,n
swindle,thimblerig,hyponymy,hypernym_to_hyponym,n
acting,method,hyponymy,hypernym_to_hyponym,n
magnitude,size,hyponymy,hypernym_to_hyponym,n
alcohol,cyclohexanol,hyponymy,hypernym_to_hyponym,n
incomprehensibility,impenetrability,hyponymy,hypernym_to_hyponym,n
dereliction,nonfeasance,hyponymy,hypernym_to_hyponym,n
introspection,examen,hyponymy,hypernym_to_hyponym,n
metaphysics,ontology,hyponymy,hypernym_to_hyponym,n
aggression,violence,hyponymy,hypernym_to_hyponym,n
representation,blur,hyponymy,hypernym_to_hyponym,n
symptom,uratemia,hyponymy,hypernym_to_hyponym,n
symptom,abscess,hyponymy,hypernym_to_hyponym,n
incomprehensibility,obscureness,hyponymy,hypernym_to_hyponym,n
speech,throwaway,hyponymy,hypernym_to_hyponym,n
coldness,chilliness,hyponymy,hypernym_to_hyponym,n
magnitude,triplicity,hyponymy,hypernym_to_hyponym,n
stanza,quatrain,hyponymy,hypernym_to_hyponym,n
order,interpellation,hyponymy,hypernym_to_hyponym,n
garment,peplos,hyponymy,hypernym_to_hyponym,n
dinosaur,seismosaur,hyponymy,hypernym_to_hyponym,n
university,varsity,hyponymy,hypernym_to_hyponym,n
farmer,planter,hyponymy,hypernym_to_hyponym,n
jack,kingfish,hyponymy,hypernym_to_hyponym,n
jack,rudderfish,hyponymy,hypernym_to_hyponym,n
antidiabetic,sulfonylurea,hyponymy,hypernym_to_hyponym,n
tie,drawstring,hyponymy,hypernym_to_hyponym,n
larva,wiggler,hyponymy,hypernym_to_hyponym,n
symptom,pain,hyponymy,hypernym_to_hyponym,n
medicine,prosthetics,hyponymy,hypernym_to_hyponym,n
symptom,eosinophilia,hyponymy,hypernym_to_hyponym,n
division,branch,hyponymy,hypernym_to_hyponym,n
relative,kinswoman,hyponymy,hypernym_to_hyponym,n
deference,court,hyponymy,hypernym_to_hyponym,n
magnitude,bulk,hyponymy,hypernym_to_hyponym,n
practicability,feasibility,hyponymy,hypernym_to_hyponym,n
band,bellyband,hyponymy,hypernym_to_hyponym,n
homopteran,cicada,hyponymy,hypernym_to_hyponym,n
object,stuff,hyponymy,hypernym_to_hyponym,n
symptom,hypokalemia,hyponymy,hypernym_to_hyponym,n
division,department,hyponymy,hypernym_to_hyponym,n
garment,wraparound,hyponymy,hypernym_to_hyponym,n
gratification,pleasing,hyponymy,hypernym_to_hyponym,n
dinosaur,titanosaur,hyponymy,hypernym_to_hyponym,n
walk,ambulation,hyponymy,hypernym_to_hyponym,n
dinosaur,iguanodon,hyponymy,hypernym_to_hyponym,n
bedroom,guestroom,hyponymy,hypernym_to_hyponym,n
tennis,doubles,hyponymy,hypernym_to_hyponym,n
peafowl,peacock,hyponymy,hypernym_to_hyponym,n
sirenian,manatee,hyponymy,hypernym_to_hyponym,n
pull,extirpation,hyponymy,hypernym_to_hyponym,n
bluejacket,coastguardsman,hyponymy,hypernym_to_hyponym,n
passage,lockage,hyponymy,hypernym_to_hyponym,n
semantics,deixis,hyponymy,hypernym_to_hyponym,n
hypertrophy,acromegaly,hyponymy,hypernym_to_hyponym,n
chalcedony,plasma,hyponymy,hypernym_to_hyponym,n
limb,forearm,hyponymy,hypernym_to_hyponym,n
cannon,basilisk,hyponymy,hypernym_to_hyponym,n
hypertrophy,splenomegaly,hyponymy,hypernym_to_hyponym,n
pine,lodgepole,hyponymy,hypernym_to_hyponym,n
stanza,couplet,hyponymy,hypernym_to_hyponym,n
acting,hamming,hyponymy,hypernym_to_hyponym,n
pastness,recency,hyponymy,hypernym_to_hyponym,n
address,oratory,hyponymy,hypernym_to_hyponym,n
favor,turn,hyponymy,hypernym_to_hyponym,n
gait,pacing,hyponymy,hypernym_to_hyponym,n
object,hoodoo,hyponymy,hypernym_to_hyponym,n
overgarment,cloak,hyponymy,hypernym_to_hyponym,n
symptom,paresthesia,hyponymy,hypernym_to_hyponym,n
mover,transferer,hyponymy,hypernym_to_hyponym,n
bob,plumb,hyponymy,hypernym_to_hyponym,n
rotation,dextrorotation,hyponymy,hypernym_to_hyponym,n
symptom,uraturia,hyponymy,hypernym_to_hyponym,n
rustic,hillbilly,hyponymy,hypernym_to_hyponym,n
compulsion,onomatomania,hyponymy,hypernym_to_hyponym,n
magnitude,extent,hyponymy,hypernym_to_hyponym,n
object,shiner,hyponymy,hypernym_to_hyponym,n
garment,fur,hyponymy,hypernym_to_hyponym,n
larva,cercaria,hyponymy,hypernym_to_hyponym,n
object,discard,hyponymy,hypernym_to_hyponym,n
indicator,scale,hyponymy,hypernym_to_hyponym,n
acting,business,hyponymy,hypernym_to_hyponym,n
rotation,spin,hyponymy,hypernym_to_hyponym,n
sanitariness,hygiene,hyponymy,hypernym_to_hyponym,n
university,gown,hyponymy,hypernym_to_hyponym,n
smoke,puffing,hyponymy,hypernym_to_hyponym,n
outfit,ensemble,hyponymy,hypernym_to_hyponym,n
object,film,hyponymy,hypernym_to_hyponym,n
symptom,hyponatremia,hyponymy,hypernym_to_hyponym,n
stand,grandstand,hyponymy,hypernym_to_hyponym,n
mover,coaster,hyponymy,hypernym_to_hyponym,n
observation,stargazing,hyponymy,hypernym_to_hyponym,n
address,lecture,hyponymy,hypernym_to_hyponym,n
exoskeleton,plastron,hyponymy,hypernym_to_hyponym,n
address,inaugural,hyponymy,hypernym_to_hyponym,n
garment,sackcloth,hyponymy,hypernym_to_hyponym,n
farmer,rancher,hyponymy,hypernym_to_hyponym,n
medicine,obstetrics,hyponymy,hypernym_to_hyponym,n
antipsychotic,prochlorperazine,hyponymy,hypernym_to_hyponym,n
exhalation,wind,hyponymy,hypernym_to_hyponym,n
symptom,clubbing,hyponymy,hypernym_to_hyponym,n
indicator,tidemark,hyponymy,hypernym_to_hyponym,n
symptom,aminoaciduria,hyponymy,hypernym_to_hyponym,n
symptom,hypercalciuria,hyponymy,hypernym_to_hyponym,n
object,formation,hyponymy,hypernym_to_hyponym,n
moneran,eubacteria,hyponymy,hypernym_to_hyponym,n
band,wristband,hyponymy,hypernym_to_hyponym,n
stew,lobscouse,hyponymy,hypernym_to_hyponym,n
businessman,industrialist,hyponymy,hypernym_to_hyponym,n
radiotherapy,phototherapy,hyponymy,hypernym_to_hyponym,n
vision,retrovision,hyponymy,hypernym_to_hyponym,n
symptom,kaliuresis,hyponymy,hypernym_to_hyponym,n
farmer,smallholder,hyponymy,hypernym_to_hyponym,n
anger,rage,hyponymy,hypernym_to_hyponym,n
object,moon,hyponymy,hypernym_to_hyponym,n
incantation,invocation,hyponymy,hypernym_to_hyponym,n
medicine,oncology,hyponymy,hypernym_to_hyponym,n
mover,pusher,hyponymy,hypernym_to_hyponym,n
onion,scallion,hyponymy,hypernym_to_hyponym,n
promenade,esplanade,hyponymy,hypernym_to_hyponym,n
transition,cut,hyponymy,hypernym_to_hyponym,n
lac,shellac,hyponymy,hypernym_to_hyponym,n
craft,vessel,hyponymy,hypernym_to_hyponym,n
spirit,cowardice,hyponymy,hypernym_to_hyponym,n
foreperson,foreman,hyponymy,hypernym_to_hyponym,n
examiner,scrutinizer,hyponymy,hypernym_to_hyponym,n
symptom,nebula,hyponymy,hypernym_to_hyponym,n
band,headstall,hyponymy,hypernym_to_hyponym,n
improvement,revival,hyponymy,hypernym_to_hyponym,n
symptom,areflexia,hyponymy,hypernym_to_hyponym,n
leg,prehensor,hyponymy,hypernym_to_hyponym,n
completeness,entirety,hyponymy,hypernym_to_hyponym,n
compartment,cell,hyponymy,hypernym_to_hyponym,n
stew,hotchpotch,hyponymy,hypernym_to_hyponym,n
walk,wading,hyponymy,hypernym_to_hyponym,n
improvement,conservation,hyponymy,hypernym_to_hyponym,n
multitude,following,hyponymy,hypernym_to_hyponym,n
broadcast,newscast,hyponymy,hypernym_to_hyponym,n
annihilation,pulverization,hyponymy,hypernym_to_hyponym,n
medicine,biomedicine,hyponymy,hypernym_to_hyponym,n
medicine,gastroenterology,hyponymy,hypernym_to_hyponym,n
gait,saunter,hyponymy,hypernym_to_hyponym,n
representation,phantasmagoria,hyponymy,hypernym_to_hyponym,n
swindle,pyramiding,hyponymy,hypernym_to_hyponym,n
medicine,epidemiology,hyponymy,hypernym_to_hyponym,n
symptom,stridor,hyponymy,hypernym_to_hyponym,n
theologian,eschatologist,hyponymy,hypernym_to_hyponym,n
partisan,bigot,hyponymy,hypernym_to_hyponym,n
symptom,hypersplenism,hyponymy,hypernym_to_hyponym,n
node,nodule,hyponymy,hypernym_to_hyponym,n
pollutant,chlorofluorocarbon,hyponymy,hypernym_to_hyponym,n
farmer,sower,hyponymy,hypernym_to_hyponym,n
stew,bigos,hyponymy,hypernym_to_hyponym,n
walk,shamble,hyponymy,hypernym_to_hyponym,n
antipsychotic,molindone,hyponymy,hypernym_to_hyponym,n
indignation,dudgeon,hyponymy,hypernym_to_hyponym,n
swindle,swiz,hyponymy,hypernym_to_hyponym,n
symptom,swelling,hyponymy,hypernym_to_hyponym,n
heir,heiress,hyponymy,hypernym_to_hyponym,n
neurotic,hysteric,hyponymy,hypernym_to_hyponym,n
calf,dogie,hyponymy,hypernym_to_hyponym,n
overgarment,aba,hyponymy,hypernym_to_hyponym,n
stew,ratatouille,hyponymy,hypernym_to_hyponym,n
membrane,gelatin,hyponymy,hypernym_to_hyponym,n
search,exploration,hyponymy,hypernym_to_hyponym,n
acting,reenactment,hyponymy,hypernym_to_hyponym,n
agreement,community,hyponymy,hypernym_to_hyponym,n
jack,yellowtail,hyponymy,hypernym_to_hyponym,n
symptom,glycosuria,hyponymy,hypernym_to_hyponym,n
overgarment,izar,hyponymy,hypernym_to_hyponym,n
pull,draft,hyponymy,hypernym_to_hyponym,n
garment,mending,hyponymy,hypernym_to_hyponym,n
flycatcher,thickhead,hyponymy,hypernym_to_hyponym,n
debtor,mortgagor,hyponymy,hypernym_to_hyponym,n
object,head,hyponymy,hypernym_to_hyponym,n
transition,dissolve,hyponymy,hypernym_to_hyponym,n
indicator,dial,hyponymy,hypernym_to_hyponym,n
medicine,endocrinology,hyponymy,hypernym_to_hyponym,n
garment,scapular,hyponymy,hypernym_to_hyponym,n
ocher,sinopis,hyponymy,hypernym_to_hyponym,n
assign,allow,hyponymy,hypernym_to_hyponym,v
transmit,propagate,hyponymy,hypernym_to_hyponym,v
decorate,fringe,hyponymy,hypernym_to_hyponym,v
tremble,quiver,hyponymy,hypernym_to_hyponym,v
coat,soot,hyponymy,hypernym_to_hyponym,v
tarnish,darken,hyponymy,hypernym_to_hyponym,v
measure,last,hyponymy,hypernym_to_hyponym,v
decorate,vermiculate,hyponymy,hypernym_to_hyponym,v
map,chart,hyponymy,hypernym_to_hyponym,v
coat,crumb,hyponymy,hypernym_to_hyponym,v
travel,cruise,hyponymy,hypernym_to_hyponym,v
darken,overcast,hyponymy,hypernym_to_hyponym,v
coat,cement,hyponymy,hypernym_to_hyponym,v
coat,plaster,hyponymy,hypernym_to_hyponym,v
woo,display,hyponymy,hypernym_to_hyponym,v
coat,metal,hyponymy,hypernym_to_hyponym,v
coat,render,hyponymy,hypernym_to_hyponym,v
decorate,inlay,hyponymy,hypernym_to_hyponym,v
decorate,redecorate,hyponymy,hypernym_to_hyponym,v
flatter,stroke,hyponymy,hypernym_to_hyponym,v
travel,ride,hyponymy,hypernym_to_hyponym,v
darken,benight,hyponymy,hypernym_to_hyponym,v
decorate,bedizen,hyponymy,hypernym_to_hyponym,v
decorate,enamel,hyponymy,hypernym_to_hyponym,v
tidy,make,hyponymy,hypernym_to_hyponym,v
convey,communicate,hyponymy,hypernym_to_hyponym,v
decorate,hang,hyponymy,hypernym_to_hyponym,v
smear,smirch,hyponymy,hypernym_to_hyponym,v
coat,grit,hyponymy,hypernym_to_hyponym,v
decorate,smock,hyponymy,hypernym_to_hyponym,v
decorate,lacquer,hyponymy,hypernym_to_hyponym,v
woo,chase,hyponymy,hypernym_to_hyponym,v
thin,draw,hyponymy,hypernym_to_hyponym,v
fortify,trench,hyponymy,hypernym_to_hyponym,v
coat,varnish,hyponymy,hypernym_to_hyponym,v
prove,result,hyponymy,hypernym_to_hyponym,v
coat,enrobe,hyponymy,hypernym_to_hyponym,v
coat,gelatinize,hyponymy,hypernym_to_hyponym,v
decorate,illuminate,hyponymy,hypernym_to_hyponym,v
manufacture,raft,hyponymy,hypernym_to_hyponym,v
