word1,word2,direction
manufacture,raft,hypernym_to_hyponym
delight,wallow,hypernym_to_hyponym
testify,vouch,hypernym_to_hyponym
darken,dun,hypernym_to_hyponym
vibrate,judder,hypernym_to_hyponym
measure,weigh,hypernym_to_hyponym
see,behold,hypernym_to_hyponym
decorate,scallop,hypernym_to_hyponym
decorate,caparison,hypernym_to_hyponym
gain,round,hypernym_to_hyponym
confer,bless,hypernym_to_hyponym
decorate,deck,hypernym_to_hyponym
decorate,fledge,hypernym_to_hyponym
decorate,flag,hypernym_to_hyponym
coat,plate,hypernym_to_hyponym
transmit,translate,hypernym_to_hyponym
decorate,color,hypernym_to_hyponym
deliver,bail,hypernym_to_hyponym
butt,headbutt,hypernym_to_hyponym
reproduce,catch,hypernym_to_hyponym
vibrate,shimmy,hypernym_to_hyponym
decorate,pipe,hypernym_to_hyponym
result,come,hypernym_to_hyponym
coat,paint,hypernym_to_hyponym
row,feather,hypernym_to_hyponym
travel,sail,hypernym_to_hyponym
decorate,fillet,hypernym_to_hyponym
decorate,panel,hypernym_to_hyponym
coat,glaze,hypernym_to_hyponym
darken,blind,hypernym_to_hyponym
coat,copper,hypernym_to_hyponym
result,follow,hypernym_to_hyponym
press,crunch,hypernym_to_hyponym
decorate,spangle,hypernym_to_hyponym
decorate,stick,hypernym_to_hyponym
coat,finish,hypernym_to_hyponym
coat,skimcoat,hypernym_to_hyponym
assign,allocate,hypernym_to_hyponym
darken,dim,hypernym_to_hyponym
capitalize,overcapitalize,hypernym_to_hyponym
press,squash,hypernym_to_hyponym
decorate,foliate,hypernym_to_hyponym
revise,amend,hypernym_to_hyponym
smoke,puff,hypernym_to_hyponym
decorate,wreathe,hypernym_to_hyponym
coat,patinate,hypernym_to_hyponym
coat,blacktop,hypernym_to_hyponym
decorate,braid,hypernym_to_hyponym
decorate,encrust,hypernym_to_hyponym
press,knuckle,hypernym_to_hyponym
measure,scale,hypernym_to_hyponym
coat,size,hypernym_to_hyponym
fortify,embattle,hypernym_to_hyponym
decorate,landscape,hypernym_to_hyponym
travel,fly,hypernym_to_hyponym
decorate,tinsel,hypernym_to_hyponym
contract,purse,hypernym_to_hyponym
coat,refinish,hypernym_to_hyponym
decorate,illustrate,hypernym_to_hyponym
see,see,hypernym_to_hyponym
flatter,fawn,hypernym_to_hyponym
row,pull,hypernym_to_hyponym
coat,encrust,hypernym_to_hyponym
confer,graduate,hypernym_to_hyponym
preach,evangelize,hypernym_to_hyponym
decorate,emblazon,hypernym_to_hyponym
smear,moil,hypernym_to_hyponym
coat,tar,hypernym_to_hyponym
coat,foliate,hypernym_to_hyponym
speculate,guess,hypernym_to_hyponym
tidy,houseclean,hypernym_to_hyponym
strap,hopple,hypernym_to_hyponym
row,stroke,hypernym_to_hyponym
overdo,oversimplify,hypernym_to_hyponym
toy,retire,hypernym_to_hyponym
darken,murk,hypernym_to_hyponym
travel,ship,hypernym_to_hyponym
tremble,shudder,hypernym_to_hyponym
decorate,trim,hypernym_to_hyponym
coat,stucco,hypernym_to_hyponym
confer,miter,hypernym_to_hyponym
demilitarize,neutralize,hypernym_to_hyponym
decorate,embroider,hypernym_to_hyponym
coat,bonderize,hypernym_to_hyponym
coat,galvanize,hypernym_to_hyponym
coat,platinize,hypernym_to_hyponym
decorate,applique,hypernym_to_hyponym
coat,skim,hypernym_to_hyponym
overhaul,retrofit,hypernym_to_hyponym
decorate,prank,hypernym_to_hyponym
press,push,hypernym_to_hyponym
coat,zinc,hypernym_to_hyponym
overdo,overpraise,hypernym_to_hyponym
smoke,inhale,hypernym_to_hyponym
rest,hibernate,hypernym_to_hyponym
coat,macadamize,hypernym_to_hyponym
coat,resurface,hypernym_to_hyponym
censor,edit,hypernym_to_hyponym
whiten,bleach,hypernym_to_hyponym
coat,pave,hypernym_to_hyponym
decorate,gild,hypernym_to_hyponym
darken,embrown,hypernym_to_hyponym
transmit,bring,hypernym_to_hyponym
transmit,send,hypernym_to_hyponym
decorate,festoon,hypernym_to_hyponym
overdo,overleap,hypernym_to_hyponym
see,glimpse,hypernym_to_hyponym
coat,porcelainize,hypernym_to_hyponym
coat,egg,hypernym_to_hyponym
coat,dredge,hypernym_to_hyponym
transmit,turn,hypernym_to_hyponym
decorate,garland,hypernym_to_hyponym
decorate,fret,hypernym_to_hyponym
row,scull,hypernym_to_hyponym
coat,metalize,hypernym_to_hyponym
side,pull,hypernym_to_hyponym
transmit,project,hypernym_to_hyponym
darken,shadow,hypernym_to_hyponym
shrink,flex,hypernym_to_hyponym
coat,rubberize,hypernym_to_hyponym
reinstate,rehabilitate,hypernym_to_hyponym
flatter,adulate,hypernym_to_hyponym
coat,anodize,hypernym_to_hyponym
speculate,suppose,hypernym_to_hyponym
decorate,bead,hypernym_to_hyponym
bear,seed,hypernym_to_hyponym
bear,fruit,hypernym_to_hyponym
bear,crop,hypernym_to_hyponym
bear,overbear,hypernym_to_hyponym
spill,seed,hypernym_to_hyponym
learning,study,hypernym_to_hyponym
learning,digestion,hypernym_to_hyponym
learning,memorization,hypernym_to_hyponym
learning,internalization,hypernym_to_hyponym
learning,education,hypernym_to_hyponym
learning,transfer,hypernym_to_hyponym
learning,conditioning,hypernym_to_hyponym
learning,imprinting,hypernym_to_hyponym
proposal,introduction,hypernym_to_hyponym
proposal,advice,hypernym_to_hyponym
proposal,counterproposal,hypernym_to_hyponym
proposal,hypothesis,hypernym_to_hyponym
proposal,motion,hypernym_to_hyponym
proposal,suggestion,hypernym_to_hyponym
alcohol,koumiss,hypernym_to_hyponym
alcohol,perry,hypernym_to_hyponym
alcohol,liquor,hypernym_to_hyponym
alcohol,kava,hypernym_to_hyponym
alcohol,slug,hypernym_to_hyponym
alcohol,sake,hypernym_to_hyponym
alcohol,nipa,hypernym_to_hyponym
alcohol,wine,hypernym_to_hyponym
alcohol,rotgut,hypernym_to_hyponym
alcohol,aperitif,hypernym_to_hyponym
alcohol,homebrew,hypernym_to_hyponym
alcohol,hooch,hypernym_to_hyponym
alcohol,brew,hypernym_to_hyponym
alcohol,liqueur,hypernym_to_hyponym
alcohol,pulque,hypernym_to_hyponym
tournament,open,hypernym_to_hyponym
constipate,obstipate,hypernym_to_hyponym
fret,dither,hypernym_to_hyponym
party,ceilidh,hypernym_to_hyponym
party,fete,hypernym_to_hyponym
party,bunfight,hypernym_to_hyponym
party,dance,hypernym_to_hyponym
party,jolly,hypernym_to_hyponym
party,bash,hypernym_to_hyponym
lotion,toner,hypernym_to_hyponym
shell,whizbang,hypernym_to_hyponym
shell,shrapnel,hypernym_to_hyponym
sagacity,eye,hypernym_to_hyponym
sagacity,injudiciousness,hypernym_to_hyponym
sagacity,discretion,hypernym_to_hyponym
sagacity,gumption,hypernym_to_hyponym
sagacity,judiciousness,hypernym_to_hyponym
wolfhound,borzoi,hypernym_to_hyponym
worker,boatman,hypernym_to_hyponym
worker,driver,hypernym_to_hyponym
worker,toiler,hypernym_to_hyponym
worker,seasonal,hypernym_to_hyponym
worker,skidder,hypernym_to_hyponym
worker,volunteer,hypernym_to_hyponym
worker,shelver,hypernym_to_hyponym
worker,shingler,hypernym_to_hyponym
worker,employee,hypernym_to_hyponym
worker,peeler,hypernym_to_hyponym
worker,temp,hypernym_to_hyponym
worker,wiper,hypernym_to_hyponym
worker,mopper,hypernym_to_hyponym
worker,collector,hypernym_to_hyponym
worker,pruner,hypernym_to_hyponym
worker,comber,hypernym_to_hyponym
worker,throwster,hypernym_to_hyponym
worker,splicer,hypernym_to_hyponym
worker,ragsorter,hypernym_to_hyponym
worker,tacker,hypernym_to_hyponym
worker,planter,hypernym_to_hyponym
worker,melter,hypernym_to_hyponym
worker,caster,hypernym_to_hyponym
worker,plier,hypernym_to_hyponym
worker,solderer,hypernym_to_hyponym
worker,stripper,hypernym_to_hyponym
worker,splitter,hypernym_to_hyponym
worker,gutter,hypernym_to_hyponym
worker,tiler,hypernym_to_hyponym
worker,poster,hypernym_to_hyponym
worker,hanger,hypernym_to_hyponym
worker,nailer,hypernym_to_hyponym
worker,sheller,hypernym_to_hyponym
worker,tapper,hypernym_to_hyponym
worker,topper,hypernym_to_hyponym
worker,bleacher,hypernym_to_hyponym
worker,moonlighter,hypernym_to_hyponym
worker,scrubber,hypernym_to_hyponym
worker,tier,hypernym_to_hyponym
worker,carter,hypernym_to_hyponym
worker,processor,hypernym_to_hyponym
worker,oiler,hypernym_to_hyponym
worker,servant,hypernym_to_hyponym
worker,washer,hypernym_to_hyponym
worker,freelancer,hypernym_to_hyponym
worker,quarryman,hypernym_to_hyponym
worker,scab,hypernym_to_hyponym
worker,cornhusker,hypernym_to_hyponym
worker,puller,hypernym_to_hyponym
worker,muzzler,hypernym_to_hyponym
worker,twiner,hypernym_to_hyponym
worker,stringer,hypernym_to_hyponym
worker,stainer,hypernym_to_hyponym
worker,slave,hypernym_to_hyponym
worker,teaser,hypernym_to_hyponym
worker,unionist,hypernym_to_hyponym
worker,finisher,hypernym_to_hyponym
worker,assistant,hypernym_to_hyponym
worker,employable,hypernym_to_hyponym
worker,lamplighter,hypernym_to_hyponym
worker,stemmer,hypernym_to_hyponym
worker,winder,hypernym_to_hyponym
worker,shoveler,hypernym_to_hyponym
worker,beater,hypernym_to_hyponym
worker,workmate,hypernym_to_hyponym
worker,wallah,hypernym_to_hyponym
express,vote,hypernym_to_hyponym
appearance,reappearance,hypernym_to_hyponym
appearance,apparition,hypernym_to_hyponym
appearance,manifestation,hypernym_to_hyponym
appearance,materialization,hypernym_to_hyponym
mature,ripen,hypernym_to_hyponym
mature,find,hypernym_to_hyponym
hit,smash,hypernym_to_hyponym
read,numerate,hypernym_to_hyponym
read,call,hypernym_to_hyponym
read,dictate,hypernym_to_hyponym
crustacean,decapod,hypernym_to_hyponym
crustacean,barnacle,hypernym_to_hyponym
crustacean,brachyuran,hypernym_to_hyponym
crustacean,copepod,hypernym_to_hyponym
crustacean,ostracod,hypernym_to_hyponym
crustacean,branchiopod,hypernym_to_hyponym
crustacean,stomatopod,hypernym_to_hyponym
bulge,belly,hypernym_to_hyponym
bulge,nub,hypernym_to_hyponym
bulge,snag,hypernym_to_hyponym
bulge,wart,hypernym_to_hyponym
bulge,mogul,hypernym_to_hyponym
bulge,caput,hypernym_to_hyponym
bite,munch,hypernym_to_hyponym
bite,nip,hypernym_to_hyponym
bite,nibble,hypernym_to_hyponym
inclination,nod,hypernym_to_hyponym
inclination,bob,hypernym_to_hyponym
inclination,stoop,hypernym_to_hyponym
latex,rubber,hypernym_to_hyponym
instill,breathe,hypernym_to_hyponym
recurrence,atavism,hypernym_to_hyponym
recurrence,flashback,hypernym_to_hyponym
agent,trustbuster,hypernym_to_hyponym
barbwire,concertina,hypernym_to_hyponym
distress,throe,hypernym_to_hyponym
distress,anguish,hypernym_to_hyponym
distress,pressure,hypernym_to_hyponym
sign,rubricate,hypernym_to_hyponym
pox,chickenpox,hypernym_to_hyponym
pox,cowpox,hypernym_to_hyponym
pox,smallpox,hypernym_to_hyponym
employment,piecework,hypernym_to_hyponym
employment,ministry,hypernym_to_hyponym
employment,engagement,hypernym_to_hyponym
employment,service,hypernym_to_hyponym
employment,coaching,hypernym_to_hyponym
misinterpretation,misconstrual,hypernym_to_hyponym
misinterpretation,misreading,hypernym_to_hyponym
misinterpretation,imbroglio,hypernym_to_hyponym
commandant,generalissimo,hypernym_to_hyponym
unpalatability,unappetizingness,hypernym_to_hyponym
unpalatability,disgustingness,hypernym_to_hyponym
language,reading,hypernym_to_hyponym
concertina,bandoneon,hypernym_to_hyponym
dollar,loonie,hypernym_to_hyponym
zeugma,syllepsis,hypernym_to_hyponym
joust,tilt,hypernym_to_hyponym
inferiority,scrawniness,hypernym_to_hyponym
inferiority,wretchedness,hypernym_to_hyponym
inferiority,poorness,hypernym_to_hyponym
manometer,tensimeter,hypernym_to_hyponym
bomblet,bombie,hypernym_to_hyponym
minimize,hedge,hypernym_to_hyponym
attenuate,refine,hypernym_to_hyponym
screen,smokescreen,hypernym_to_hyponym
screen,fireguard,hypernym_to_hyponym
screen,windshield,hypernym_to_hyponym
sink,sag,hypernym_to_hyponym
flight,redeye,hypernym_to_hyponym
flight,nonstop,hypernym_to_hyponym
